author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","And it was right there, for that entire night, that Trachi must have celebrated his monstrous nuptials. I found the ground dug up, broken branches, brown and white horsehair, human hair, and more blood. Not far away, drawn by the sound of her troubled breathing, I found the mare. She lay on her side on the ground, gasping, her noble coat covered with dirt and grass. Hearing my footsteps she lifted her head a little, and followed me with the terrible stare of a spooked horse. She was not wounded but worn out. She gave birth eight months later to a foal: in every way normal, I was told.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He strung the piano wire between two railing posts, across the second of the wooden steps to the back porch. Tightening it at a level low enough that she could not too obviously step over it, he dug the wire into the wood of the posts and flaked some paint off them, but there was nothing to be done about that. In the middle of his first night of anxiety, he’d got out of bed and gone to the rectory’s basement staircase to conduct a test of tripping on the second step. He’d been surprised by how hard he pitched forward, in spite of knowing he was going to trip—he’d nearly sprained his wrist. But he wasn’t as athletic as the stepfather, he wasn’t a bodybuilder. . . .","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“How old are you girls?” the C.C.C. man asked, and “Where are you from?,” and every lie that we told him made me feel safer in his company.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","The C.C.C. boys who were assembled on the dance floor, meanwhile, stayed glacially frozen. Smiles floated muzzily around their faces. A droning rose from the room, a sound like dragonflies in summer, and I realized that we were hearing the men’s groaning effort to stay in focus: to flood their faces with ersatz blood, to hold still, hold still, and smile.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“That’s all?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Grow-Light Blues","http://www.newyorker.com/magazine/2015/06/22/the-grow-light-blues","“Uh, what are you doing?” the doctor asked.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Their initial conversation was analogous, in its swiftness and directness, to his seductions, but in spirit it was just the opposite. Annagret’s beauty was so striking, so far outside the norm, that it seemed like a pointed affront to the Republic of Bad Taste. It shouldn’t have existed; it upset the orderly universe at whose center he’d always placed himself; it frightened him. He was twenty-seven years old, and (unless you counted his mother when he was little) he’d never been in love, because he had yet to meet—had stopped even trying to imagine—a girl who was worth it. But here one was.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Little Man","http://www.newyorker.com/magazine/2015/08/10/little-man","A year later, when the little boy is born, you go to the palace.","",""
"","","Five Arrows","http://www.newyorker.com/magazine/2015/08/03/five-arrows","“I was coming home after some celebration—the hundred-day party for Old Pak’s grandson. It was past sunset, and they told me to stay the night there in that village, but I stubbornly decided to come home over the mountain. There were still wild animals in the woods back then and even rumors of tigers, though no one had seen one since the Japanese came. That’s why people said not to go—because of the tigers—but they were actually afraid of ghosts and goblins and the usual lies.","",""
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“I’m sorry, Clara . . . ”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","This second creation was the true creation, because, according to what is passed down among the centaurs, there is no other way to explain certain similarities, certain convergences observed by all. Why is the dolphin similar to the fish, and yet gives birth and nurses its offspring? Because it’s the child of a tuna and a cow. Where do butterflies get their delicate colors and their ability to fly? They are the children of a flower and a fly. Tortoises are the children of a frog and a rock. Bats of an owl and a mouse. Conchs of a snail and a polished pebble. Hippopotami of a horse and a river. Vultures of a worm and an owl. And the big whales, the leviathans—how to explain their immense mass? Their wooden bones, their black and oily skin, and their fiery breath are living testimony to a venerable union in which—even when the end of all flesh had been decreed—that same primordial mud got greedy hold of the ark’s feminine keel, made of gopher wood and covered inside and out with shiny pitch.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“You came home at nine-thirty and he wasn’t there. You went to bed because you weren’t feeling well. . . .”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Their eyes turned to us, incredulous. Hard and yellow, dozens of spiny armadillos. After a second, the C.C.C. company burst out laughing. Some men cried tears, they were howling so hard at Clara. Lee was among them, and he looked much changed, his face as smooth and flexibly white as an eel’s belly.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","“Oh, oh, oh,” he crooned.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","“Are we sure there isn’t a God?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Quaestio De Centauris","http://www.newyorker.com/magazine/2015/06/08/quaestio-de-centauris","Things went differently with the blacksmith. Nowadays, blacksmiths are unfortunately rather scarce: we found one two hours away by foot, and he was a yokel, stupid and brutish. My father tried in vain to persuade him to maintain a certain reserve, in part by paying him tenfold for his services. It made no difference; every Sunday at the tavern he gathered a crowd around him and told the entire village about his strange client. Luckily, he liked his wine and was in the habit of telling tall tales when he was drunk, so he wasn’t taken too seriously.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","She looked over her shoulder again. “I should go back.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
